user_id,task,trial_index,subset_index,left_term,left_construct_id,left_canonical,left_is_synonym,right_term,right_construct_id,right_canonical,right_is_synonym,chosen_term,chosen_construct_id,chosen_canonical,chosen_is_synonym,unchosen_term,unchosen_construct_id,unchosen_canonical,unchosen_is_synonym,response_time,correct_word,chosen_word,passed,grade_levels,special_needs,school_type,experience,class_size,country
5f1bea7d46be2a4101756238,forced_choice,20,381,"Responsibility",66,"Responsibility",false,"Bullying",23,"Bullying",false,"Bullying",23,"Bullying",false,"Responsibility",66,"Responsibility",false,1839,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,21,381,"Social connections",9,"Relationships with peers",true,"Bullying",23,"Bullying",false,"Social connections",9,"Relationships with peers",true,"Bullying",23,"Bullying",false,1659,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,22,381,"Requesting information",4,"Asking questions",true,"Exhaustion",85,"Sleep and fatigue",true,"Requesting information",4,"Asking questions",true,"Exhaustion",85,"Sleep and fatigue",true,3555,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,23,381,"Skill development",38,"Learning new things",true,"Assisting others",63,"Helpfulness",true,"Skill development",38,"Learning new things",true,"Assisting others",63,"Helpfulness",true,1986,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,24,381,"Exhaustion",85,"Sleep and fatigue",true,"Emotional state",32,"Mood",true,"Emotional state",32,"Mood",true,"Exhaustion",85,"Sleep and fatigue",true,1210,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,25,381,"Exhaustion",85,"Sleep and fatigue",true,"Activity level",73,"Activity level",false,"Activity level",73,"Activity level",false,"Exhaustion",85,"Sleep and fatigue",true,2298,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,26,381,"Emotional state",32,"Mood",true,"Social connections",9,"Relationships with peers",true,"Emotional state",32,"Mood",true,"Social connections",9,"Relationships with peers",true,1780,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,27,381,"Starting projects",46,"Task initiation",true,"Recovery capacity",28,"Resilience",true,"Starting projects",46,"Task initiation",true,"Recovery capacity",28,"Resilience",true,1918,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,28,381,"Recovery capacity",28,"Resilience",true,"Exhaustion",85,"Sleep and fatigue",true,"Recovery capacity",28,"Resilience",true,"Exhaustion",85,"Sleep and fatigue",true,1417,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,29,381,"Use of environment",27,"Resourcefulness",true,"Organization",43,"Organization",false,"Use of environment",27,"Resourcefulness",true,"Organization",43,"Organization",false,2612,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,30,381,"Activity level",73,"Activity level",false,"Cognitive control",34,"Managing thoughts",true,"Cognitive control",34,"Managing thoughts",true,"Activity level",73,"Activity level",false,1784,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,31,381,"Emotional state",32,"Mood",true,"Starting projects",46,"Task initiation",true,"Emotional state",32,"Mood",true,"Starting projects",46,"Task initiation",true,1307,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,32,381,"Activity level",73,"Activity level",false,"Personal security",21,"Sense of safety",true,"Activity level",73,"Activity level",false,"Personal security",21,"Sense of safety",true,1686,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,33,381,"Responsibility",66,"Responsibility",false,"Personal security",21,"Sense of safety",true,"Responsibility",66,"Responsibility",false,"Personal security",21,"Sense of safety",true,1938,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,34,381,"Emotional state",32,"Mood",true,"Handling disagreements",24,"Managing conflict",true,"Emotional state",32,"Mood",true,"Handling disagreements",24,"Managing conflict",true,1888,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,35,381,"Personal appearance",82,"Self-care / hygiene",true,"Skill development",38,"Learning new things",true,"Skill development",38,"Learning new things",true,"Personal appearance",82,"Self-care / hygiene",true,2084,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,36,381,"Emotional state",32,"Mood",true,"Messaging",1,"Expressive communication",true,"Emotional state",32,"Mood",true,"Messaging",1,"Expressive communication",true,1083,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,37,381,"Skill development",38,"Learning new things",true,"Social connections",9,"Relationships with peers",true,"Skill development",38,"Learning new things",true,"Social connections",9,"Relationships with peers",true,1356,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,38,381,"Handling disagreements",24,"Managing conflict",true,"Personal security",21,"Sense of safety",true,"Handling disagreements",24,"Managing conflict",true,"Personal security",21,"Sense of safety",true,3331,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,39,381,"Starting projects",46,"Task initiation",true,"Student engagement",89,"Class participation",true,"Student engagement",89,"Class participation",true,"Starting projects",46,"Task initiation",true,1453,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,40,381,"Recalling information",41,"Memory",true,"Personal security",21,"Sense of safety",true,"Recalling information",41,"Memory",true,"Personal security",21,"Sense of safety",true,1420,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,41,381,"Messaging",1,"Expressive communication",true,"Use of environment",27,"Resourcefulness",true,"Use of environment",27,"Resourcefulness",true,"Messaging",1,"Expressive communication",true,927,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,42,381,"Bullying",23,"Bullying",false,"Schedule planning",44,"Time management",true,"Bullying",23,"Bullying",false,"Schedule planning",44,"Time management",true,1584,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,43,381,"Educational outcomes",88,"Academic performance",true,"Recalling information",41,"Memory",true,"Educational outcomes",88,"Academic performance",true,"Recalling information",41,"Memory",true,1414,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,44,381,"Requesting information",4,"Asking questions",true,"Schedule planning",44,"Time management",true,"Requesting information",4,"Asking questions",true,"Schedule planning",44,"Time management",true,2124,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,45,381,"Social conformity",22,"Response to peer pressure",true,"Social connections",9,"Relationships with peers",true,"Social connections",9,"Relationships with peers",true,"Social conformity",22,"Response to peer pressure",true,1437,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,46,381,"Recovery capacity",28,"Resilience",true,"Student engagement",89,"Class participation",true,"Student engagement",89,"Class participation",true,"Recovery capacity",28,"Resilience",true,3346,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,47,381,"Personal appearance",82,"Self-care / hygiene",true,"Cognitive control",34,"Managing thoughts",true,"Cognitive control",34,"Managing thoughts",true,"Personal appearance",82,"Self-care / hygiene",true,1259,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,48,381,"Recovery capacity",28,"Resilience",true,"Social conformity",22,"Response to peer pressure",true,"Recovery capacity",28,"Resilience",true,"Social conformity",22,"Response to peer pressure",true,1426,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,49,381,"Recalling information",41,"Memory",true,"Cognitive control",34,"Managing thoughts",true,"Cognitive control",34,"Managing thoughts",true,"Recalling information",41,"Memory",true,1733,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,50,381,"Activity level",73,"Activity level",false,"Recalling information",41,"Memory",true,"Activity level",73,"Activity level",false,"Recalling information",41,"Memory",true,1389,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,51,381,"Emotional state",32,"Mood",true,"Cognitive control",34,"Managing thoughts",true,"Emotional state",32,"Mood",true,"Cognitive control",34,"Managing thoughts",true,2286,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,52,381,"Handling disagreements",24,"Managing conflict",true,"Educational outcomes",88,"Academic performance",true,"Educational outcomes",88,"Academic performance",true,"Handling disagreements",24,"Managing conflict",true,1485,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,53,381,"Personal appearance",82,"Self-care / hygiene",true,"Student engagement",89,"Class participation",true,"Student engagement",89,"Class participation",true,"Personal appearance",82,"Self-care / hygiene",true,1734,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,54,381,"Use of environment",27,"Resourcefulness",true,"Activity level",73,"Activity level",false,"Activity level",73,"Activity level",false,"Use of environment",27,"Resourcefulness",true,1855,,,,,,,,,
5f1bea7d46be2a4101756238,attention_check,55,,,,,,,,,,,,,,,,,,2014,"Playing with others","Playing with others",true,,,,,,
5f1bea7d46be2a4101756238,forced_choice,55,381,"Student engagement",89,"Class participation",true,"Managing emotions",29,"Managing emotions",false,"Student engagement",89,"Class participation",true,"Managing emotions",29,"Managing emotions",false,2048,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,56,381,"Educational outcomes",88,"Academic performance",true,"Willpower",75,"Self-control",true,"Educational outcomes",88,"Academic performance",true,"Willpower",75,"Self-control",true,1970,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,57,381,"Willpower",75,"Self-control",true,"Organization",43,"Organization",false,"Willpower",75,"Self-control",true,"Organization",43,"Organization",false,1359,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,58,381,"Bullying",23,"Bullying",false,"Emotional state",32,"Mood",true,"Emotional state",32,"Mood",true,"Bullying",23,"Bullying",false,1883,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,59,381,"Activity level",73,"Activity level",false,"Responsibility",66,"Responsibility",false,"Activity level",73,"Activity level",false,"Responsibility",66,"Responsibility",false,942,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,60,381,"Motivation",54,"Motivation",false,"Recovery capacity",28,"Resilience",true,"Motivation",54,"Motivation",false,"Recovery capacity",28,"Resilience",true,1504,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,61,381,"Social connections",9,"Relationships with peers",true,"Personal security",21,"Sense of safety",true,"Social connections",9,"Relationships with peers",true,"Personal security",21,"Sense of safety",true,1169,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,62,381,"Responsibility",66,"Responsibility",false,"Social conformity",22,"Response to peer pressure",true,"Responsibility",66,"Responsibility",false,"Social conformity",22,"Response to peer pressure",true,2962,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,63,381,"Willpower",75,"Self-control",true,"Recovery capacity",28,"Resilience",true,"Recovery capacity",28,"Resilience",true,"Willpower",75,"Self-control",true,1656,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,64,381,"Personal security",21,"Sense of safety",true,"Schedule planning",44,"Time management",true,"Schedule planning",44,"Time management",true,"Personal security",21,"Sense of safety",true,1106,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,65,381,"Exhaustion",85,"Sleep and fatigue",true,"Personal security",21,"Sense of safety",true,"Personal security",21,"Sense of safety",true,"Exhaustion",85,"Sleep and fatigue",true,1712,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,66,381,"Willpower",75,"Self-control",true,"Handling disagreements",24,"Managing conflict",true,"Willpower",75,"Self-control",true,"Handling disagreements",24,"Managing conflict",true,1485,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,67,381,"Social conformity",22,"Response to peer pressure",true,"Use of environment",27,"Resourcefulness",true,"Use of environment",27,"Resourcefulness",true,"Social conformity",22,"Response to peer pressure",true,1380,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,68,381,"Educational outcomes",88,"Academic performance",true,"Bullying",23,"Bullying",false,"Educational outcomes",88,"Academic performance",true,"Bullying",23,"Bullying",false,1285,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,69,381,"Recalling information",41,"Memory",true,"Exhaustion",85,"Sleep and fatigue",true,"Recalling information",41,"Memory",true,"Exhaustion",85,"Sleep and fatigue",true,1179,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,70,381,"Requesting information",4,"Asking questions",true,"Personal security",21,"Sense of safety",true,"Requesting information",4,"Asking questions",true,"Personal security",21,"Sense of safety",true,1297,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,71,381,"Exhaustion",85,"Sleep and fatigue",true,"Responsibility",66,"Responsibility",false,"Responsibility",66,"Responsibility",false,"Exhaustion",85,"Sleep and fatigue",true,1470,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,72,381,"Willpower",75,"Self-control",true,"Responsibility",66,"Responsibility",false,"Willpower",75,"Self-control",true,"Responsibility",66,"Responsibility",false,1232,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,73,381,"Motivation",54,"Motivation",false,"Student engagement",89,"Class participation",true,"Student engagement",89,"Class participation",true,"Motivation",54,"Motivation",false,1208,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,74,381,"Educational outcomes",88,"Academic performance",true,"Activity level",73,"Activity level",false,"Activity level",73,"Activity level",false,"Educational outcomes",88,"Academic performance",true,2439,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,75,381,"Emotional state",32,"Mood",true,"Organization",43,"Organization",false,"Emotional state",32,"Mood",true,"Organization",43,"Organization",false,1531,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,76,381,"Skill development",38,"Learning new things",true,"Managing emotions",29,"Managing emotions",false,"Skill development",38,"Learning new things",true,"Managing emotions",29,"Managing emotions",false,1229,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,77,381,"Schedule planning",44,"Time management",true,"Emotional state",32,"Mood",true,"Emotional state",32,"Mood",true,"Schedule planning",44,"Time management",true,1134,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,78,381,"Use of environment",27,"Resourcefulness",true,"Emotional state",32,"Mood",true,"Emotional state",32,"Mood",true,"Use of environment",27,"Resourcefulness",true,1761,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,79,381,"Starting projects",46,"Task initiation",true,"Responsibility",66,"Responsibility",false,"Starting projects",46,"Task initiation",true,"Responsibility",66,"Responsibility",false,1721,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,80,381,"Recalling information",41,"Memory",true,"Emotional state",32,"Mood",true,"Recalling information",41,"Memory",true,"Emotional state",32,"Mood",true,1323,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,81,381,"Messaging",1,"Expressive communication",true,"Handling disagreements",24,"Managing conflict",true,"Handling disagreements",24,"Managing conflict",true,"Messaging",1,"Expressive communication",true,1378,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,82,381,"Handling disagreements",24,"Managing conflict",true,"Bullying",23,"Bullying",false,"Handling disagreements",24,"Managing conflict",true,"Bullying",23,"Bullying",false,2831,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,83,381,"Student engagement",89,"Class participation",true,"Responsibility",66,"Responsibility",false,"Student engagement",89,"Class participation",true,"Responsibility",66,"Responsibility",false,1665,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,84,381,"Handling disagreements",24,"Managing conflict",true,"Recalling information",41,"Memory",true,"Recalling information",41,"Memory",true,"Handling disagreements",24,"Managing conflict",true,1379,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,85,381,"Schedule planning",44,"Time management",true,"Managing emotions",29,"Managing emotions",false,"Managing emotions",29,"Managing emotions",false,"Schedule planning",44,"Time management",true,1275,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,86,381,"Schedule planning",44,"Time management",true,"Cognitive control",34,"Managing thoughts",true,"Cognitive control",34,"Managing thoughts",true,"Schedule planning",44,"Time management",true,2340,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,87,381,"Requesting information",4,"Asking questions",true,"Social conformity",22,"Response to peer pressure",true,"Requesting information",4,"Asking questions",true,"Social conformity",22,"Response to peer pressure",true,1334,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,88,381,"Recalling information",41,"Memory",true,"Starting projects",46,"Task initiation",true,"Recalling information",41,"Memory",true,"Starting projects",46,"Task initiation",true,1184,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,89,381,"Responsibility",66,"Responsibility",false,"Requesting information",4,"Asking questions",true,"Requesting information",4,"Asking questions",true,"Responsibility",66,"Responsibility",false,1951,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,90,381,"Requesting information",4,"Asking questions",true,"Educational outcomes",88,"Academic performance",true,"Educational outcomes",88,"Academic performance",true,"Requesting information",4,"Asking questions",true,1423,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,91,381,"Social connections",9,"Relationships with peers",true,"Recovery capacity",28,"Resilience",true,"Recovery capacity",28,"Resilience",true,"Social connections",9,"Relationships with peers",true,2311,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,92,381,"Starting projects",46,"Task initiation",true,"Use of environment",27,"Resourcefulness",true,"Use of environment",27,"Resourcefulness",true,"Starting projects",46,"Task initiation",true,1166,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,93,381,"Use of environment",27,"Resourcefulness",true,"Recalling information",41,"Memory",true,"Use of environment",27,"Resourcefulness",true,"Recalling information",41,"Memory",true,1394,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,94,381,"Exhaustion",85,"Sleep and fatigue",true,"Skill development",38,"Learning new things",true,"Skill development",38,"Learning new things",true,"Exhaustion",85,"Sleep and fatigue",true,1273,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,95,381,"Exhaustion",85,"Sleep and fatigue",true,"Social conformity",22,"Response to peer pressure",true,"Exhaustion",85,"Sleep and fatigue",true,"Social conformity",22,"Response to peer pressure",true,2224,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,96,381,"Student engagement",89,"Class participation",true,"Emotional state",32,"Mood",true,"Emotional state",32,"Mood",true,"Student engagement",89,"Class participation",true,1928,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,97,381,"Personal security",21,"Sense of safety",true,"Cognitive control",34,"Managing thoughts",true,"Cognitive control",34,"Managing thoughts",true,"Personal security",21,"Sense of safety",true,1292,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,98,381,"Assisting others",63,"Helpfulness",true,"Starting projects",46,"Task initiation",true,"Starting projects",46,"Task initiation",true,"Assisting others",63,"Helpfulness",true,8726,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,99,381,"Social conformity",22,"Response to peer pressure",true,"Willpower",75,"Self-control",true,"Willpower",75,"Self-control",true,"Social conformity",22,"Response to peer pressure",true,1007,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,100,381,"Educational outcomes",88,"Academic performance",true,"Organization",43,"Organization",false,"Educational outcomes",88,"Academic performance",true,"Organization",43,"Organization",false,1520,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,101,381,"Messaging",1,"Expressive communication",true,"Activity level",73,"Activity level",false,"Activity level",73,"Activity level",false,"Messaging",1,"Expressive communication",true,908,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,102,381,"Social conformity",22,"Response to peer pressure",true,"Educational outcomes",88,"Academic performance",true,"Educational outcomes",88,"Academic performance",true,"Social conformity",22,"Response to peer pressure",true,1530,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,103,381,"Student engagement",89,"Class participation",true,"Use of environment",27,"Resourcefulness",true,"Student engagement",89,"Class participation",true,"Use of environment",27,"Resourcefulness",true,1180,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,104,381,"Skill development",38,"Learning new things",true,"Schedule planning",44,"Time management",true,"Skill development",38,"Learning new things",true,"Schedule planning",44,"Time management",true,1637,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,105,381,"Schedule planning",44,"Time management",true,"Motivation",54,"Motivation",false,"Motivation",54,"Motivation",false,"Schedule planning",44,"Time management",true,979,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,106,381,"Motivation",54,"Motivation",false,"Cognitive control",34,"Managing thoughts",true,"Cognitive control",34,"Managing thoughts",true,"Motivation",54,"Motivation",false,2080,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,107,381,"Requesting information",4,"Asking questions",true,"Activity level",73,"Activity level",false,"Activity level",73,"Activity level",false,"Requesting information",4,"Asking questions",true,1458,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,108,381,"Handling disagreements",24,"Managing conflict",true,"Responsibility",66,"Responsibility",false,"Handling disagreements",24,"Managing conflict",true,"Responsibility",66,"Responsibility",false,2113,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,109,381,"Schedule planning",44,"Time management",true,"Starting projects",46,"Task initiation",true,"Starting projects",46,"Task initiation",true,"Schedule planning",44,"Time management",true,1379,,,,,,,,,
5f1bea7d46be2a4101756238,attention_check,111,,,,,,,,,,,,,,,,,,1386,"Managing emotions","Managing emotions",true,,,,,,
5f1bea7d46be2a4101756238,forced_choice,110,381,"Student engagement",89,"Class participation",true,"Messaging",1,"Expressive communication",true,"Student engagement",89,"Class participation",true,"Messaging",1,"Expressive communication",true,9007,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,111,381,"Starting projects",46,"Task initiation",true,"Cognitive control",34,"Managing thoughts",true,"Cognitive control",34,"Managing thoughts",true,"Starting projects",46,"Task initiation",true,3038,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,112,381,"Responsibility",66,"Responsibility",false,"Recovery capacity",28,"Resilience",true,"Recovery capacity",28,"Resilience",true,"Responsibility",66,"Responsibility",false,2906,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,113,381,"Social conformity",22,"Response to peer pressure",true,"Skill development",38,"Learning new things",true,"Skill development",38,"Learning new things",true,"Social conformity",22,"Response to peer pressure",true,1622,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,114,381,"Exhaustion",85,"Sleep and fatigue",true,"Schedule planning",44,"Time management",true,"Schedule planning",44,"Time management",true,"Exhaustion",85,"Sleep and fatigue",true,1334,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,115,381,"Recovery capacity",28,"Resilience",true,"Requesting information",4,"Asking questions",true,"Recovery capacity",28,"Resilience",true,"Requesting information",4,"Asking questions",true,1308,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,116,381,"Requesting information",4,"Asking questions",true,"Motivation",54,"Motivation",false,"Motivation",54,"Motivation",false,"Requesting information",4,"Asking questions",true,4189,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,117,381,"Skill development",38,"Learning new things",true,"Handling disagreements",24,"Managing conflict",true,"Skill development",38,"Learning new things",true,"Handling disagreements",24,"Managing conflict",true,1413,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,118,381,"Activity level",73,"Activity level",false,"Managing emotions",29,"Managing emotions",false,"Activity level",73,"Activity level",false,"Managing emotions",29,"Managing emotions",false,846,,,,,,,,,
5f1bea7d46be2a4101756238,forced_choice,119,381,"Cognitive control",34,"Managing thoughts",true,"Organization",43,"Organization",false,"Cognitive control",34,"Managing thoughts",true,"Organization",43,"Organization",false,1000,,,,,,,,,
