,Managing behavior,Expressive communication,Receptive communication,Seeking help,Asking questions,Following directions,Habits / routines,Perception,Relationships with unfamiliar people,Relationships with peers,Relationships with parents,Relationships with teachers,Social cooperation,Comfort in social situations,Social communication,Social activity,Social awareness,Respect for others,Sexual behavior,Play,Social belonging,Sense of safety,Response to peer pressure,Bullying,Managing conflict,Coping skills,Resourcefulness,Resilience,Managing emotions,Emotional expression,Emotional awareness,Mood,Managing thoughts,Reasoning ability,Decision-making,Problem solving,Learning new things,Learning from feedback and mistakes,Attention,Memory,Planning,Organization,Time management,Setting and striving for goals,Task initiation,Task completion,Thinking speed,Abstract thinking,Creativity and imagination,Knowledge and skills,Reading,Writing,Motivation,Leadership,Willingness to try new things,Openness,Respect for others,Fairness,Politeness,Patience,Helpfulness,Kindness and caring,Integrity and honesty,Responsibility,Work habits,Independence,Initiative,Assertiveness,Perseverance,Future outlook,Activity level,Effort,Self-control,Self-awareness,Self-monitoring,Self-reflection,Self-acceptance,Self-confidence,Self-advocacy,Self-care / hygiene,Eating and diet,Emotional well-being,Sleep and fatigue,Stress management,Substance use,Academic performance,Class participation
Relationships with parents,-0.021671826625386997,-0.12967032967032965,0.5372549019607844,0.10317460317460315,0.26108374384236444,0.16043956043956045,0.09999999999999999,0.3008403361344538,0.28484848484848485,0.33830645161290324,1.0,-0.07001287001287002,-0.38904694167852055,-0.12229965156794427,-0.048120300751879695,-0.09846153846153846,-0.18914956011730205,0.3939393939393939,-0.2534209085933224,0.14912280701754385,-0.02692307692307692,0.15975609756097564,-0.2635778635778636,0.05454545454545454,0.03669354838709678,-0.3241379310344827,-0.13658536585365855,-0.15572715572715573,0.2471824050771419,-0.3325804630152457,0.0958498023715415,0.4838709677419355,-0.09962476547842404,-0.19099099099099098,-0.02353585112205802,-0.35665024630541864,-0.09469074986316366,0.015245623941276118,0.18379790940766555,-0.0028921023359288096,0.04385964912280701,-0.30815544608648054,-0.20714285714285718,0.305019305019305,0.18328044643834118,0.2087912087912088,0.19230769230769232,0.12087912087912088,-0.24459930313588854,-0.042608695652173914,0.1608751608751609,0.4756521739130434,0.34407665505226487,0.28484848484848485,0.19999999999999998,0.06041784302653869,0.4976317799847212,0.13063063063063063,-0.008708938120702826,-0.08562753036437248,0.042471042471042476,-0.3484615384615385,-0.39780219780219783,-0.14560733384262795,0.22424242424242422,0.18123249299719887,-0.2850421271473903,0.31120448179271715,-0.24285714285714283,-0.2909508698982383,-0.2175824175824176,0.22092245989304812,0.29512032085561496,-0.3806762227814859,0.04471635150166852,-0.16442577030812328,-0.24308300395256918,0.41359816653934295,0.1407624633431085,0.05434782608695652,0.09090909090909088,0.31515679442508715,0.35404858299595143,-0.37912087912087916,-0.05882352941176471,0.20857771260997066,-0.035093582887700536
Relationships with teachers,-0.04797570850202429,-0.4070175438596491,-0.06962649753347426,0.2104081632653061,0.1361522198731501,0.18869565217391301,-0.06466165413533834,0.023819591261451726,0.0626086956521739,-0.14592969472710454,-0.07001287001287002,1.0,0.04884559884559885,-0.16906398730830247,-0.2954954954954955,-0.10308123249299721,0.2559183673469388,0.21478260869565213,-0.0351131221719457,-0.03245345929424841,0.10000000000000002,-0.11204906204906206,0.10515837104072398,-0.24033613445378152,-0.15695648650838667,-0.1965744400527009,0.0811044417767107,-0.14267583289264937,-0.014357864357864361,0.11095305832147936,0.09803921568627454,0.08948504471168671,0.13720905959711932,-0.015294117647058821,-0.5038914027149322,-0.2759103641456583,0.005488744989207524,0.23606271777003487,-0.07441860465116279,-0.12769556025369977,-0.26125073056692,-0.211734693877551,-0.17865446922050693,-0.06992481203007518,0.006805807622504539,-0.06956521739130435,-0.07058823529411766,-0.15263157894736842,0.08860513352346384,-0.13383458646616542,-0.16150620867602,-0.12632687788671906,-0.17770737327188943,0.18956521739130433,-0.03130434782608695,0.15070028011204484,0.04848484848484848,-0.09487354750512646,0.20964408725602757,-0.0033898305084745766,-0.164812127076278,-0.07198879551820728,-0.1744360902255639,0.027469410906733657,-0.13217391304347825,-0.40704721634954194,0.01836734693877551,0.17434813248766737,0.4052173913043478,0.11933621933621937,-0.356140350877193,0.07320275741328372,-0.022818900177390744,-0.2760444209413009,0.17772895467160038,0.23103607770582793,0.11500164131743079,0.15045960328979197,-0.16090040086339807,-0.0072829131652661075,-0.29217391304347823,0.07368881118881118,-0.11638737259991602,-0.17560700169395824,-0.14049491211840887,-0.05923344947735191,-0.05724489795918367
Social cooperation,0.09304812834224599,0.13116883116883118,-0.2567200241618846,-0.2682170542635659,-0.22121492445266727,-0.28721804511278193,0.2930547713156409,-0.20582905466626397,-0.06616541353383458,-0.23504611330698283,-0.38904694167852055,0.04884559884559885,1.0,0.07485412614615172,0.1341868183973447,0.2010066746908852,0.07619909502262442,0.37744360902255636,0.03928461301264261,-0.06928960331864144,-0.028121238647554437,-0.12368882463317853,0.023786486050636994,0.13753501400560225,0.08766737138830162,0.1661962657403387,0.12099567099567103,0.1195877625097226,0.20266575529733427,0.11948790896159317,0.006692406692406694,0.11810681719496308,0.18751983077736645,0.1528451380552221,-0.1768345636126791,-0.15898894846263267,0.23424947145877376,0.2550836550836551,-0.1977551020408163,0.2895467160037003,-0.07129758266185053,0.08669301712779973,0.19376172752160942,-0.33220448314787937,0.004890953274477837,-0.08872180451127819,0.08830287777656197,-0.06,-0.08784965034965035,0.1360813099943535,-0.22641509433962265,-0.11092436974789917,-0.3562136435748281,0.010526315789473682,-0.5037593984962406,-0.057008425429478066,-0.15177304964539004,-0.06431989063568012,-0.1062443438914027,0.2657930107526882,-0.04926624737945492,0.1380952380952381,0.22642574816487862,-0.04680851063829787,-0.19097744360902258,-0.2763515554213229,-0.02723981900452489,-0.14979956830095592,-0.06719367588932806,0.10627705627705629,0.24155844155844156,0.009664753850800362,0.05122448979591836,-0.11031200423056582,0.13179155103299411,0.13812288340590226,-0.016599190283400813,0.03962223187147199,-0.01020408163265306,0.001400560224089636,-0.3413533834586466,-0.26458387347679546,-0.08094405594405595,0.08399209486166008,0.05519580635214307,-0.1859025032938076,0.15578132559264632
Comfort in social situations,0.2666041275797374,-0.12140033879164315,-0.0929386370644465,-0.028677150786308978,-0.17150786308973173,-0.30977443609022554,-0.3104347826086956,-0.2864631514030219,0.1417391304347826,0.03739434816016392,-0.12229965156794427,-0.16906398730830247,0.07485412614615172,1.0,-0.15220483641536273,-0.16334755808440019,-0.14391356542617048,-0.006956521739130434,0.2555656108597285,-0.09936479128856625,-0.08368895211000474,-0.17399277577104755,-0.014627477785372522,0.16442577030812328,0.21819366044290053,0.0730612244897959,0.3116066323613493,-0.19225230414746544,-0.1813343997046972,-0.31531531531531526,-0.29887955182072834,-0.024750325662179763,-0.1964113447810149,0.09908163265306122,0.35974653172967486,0.3647192285876347,-0.4223978919631093,-0.5160875160875161,-0.11485019539730787,0.2596978106691335,0.3491803278688524,0.11260992060104157,0.12142857142857143,0.1061367621274109,0.036556909515167234,-0.14586466165413534,0.4310099573257468,-0.051948051948051945,0.4278846153846153,-0.014782608695652172,-0.15441057893888083,-0.3638655462184874,0.14928955453149,0.023478260869565212,-0.13565217391304346,-0.07819463576695569,-0.10120259019426457,-0.013907985193019563,-0.20825771324863887,-0.29651497695852536,0.04956709956709957,0.09369369369369371,0.32,-0.02420755536257056,0.32521739130434785,0.0782608695652174,-0.034449760765550244,0.26163265306122446,0.259175607001694,-0.06627703097603742,0.04347826086956522,0.07155011749453043,0.014646464646464649,-0.1255823323512377,0.10157211209842788,0.05873815418765474,0.19312835102308787,0.04768439108061749,-0.09541901867129832,-0.3891891891891892,0.3139130434782608,-0.222770979020979,6.70690811535882e-05,0.3675889328063241,0.26367346938775504,-0.08550724637681158,0.057382953181272504
Social communication,-0.10256410256410256,-0.04195804195804196,0.14822134387351776,0.009664753850800362,0.20766129032258068,0.14685314685314685,0.10909090909090911,-0.1383399209486166,-0.025217391304347827,-0.026126814362108473,-0.048120300751879695,-0.2954954954954955,0.1341868183973447,-0.15220483641536273,1.0,0.2771672771672771,0.1574197860962567,0.0,-0.17733990147783246,-0.24010263929618766,0.05309250136836344,-0.011697860962566845,0.2640711902113459,0.015037593984962403,-0.10230769230769231,0.09755360918151616,-0.38489736070381225,0.3900634249471459,-0.0028921023359288096,-0.07848673066064371,0.2747673782156541,-0.20923076923076922,0.12983114446529084,0.06130268199233716,-0.1804812834224599,0.09298245614035087,-0.13367521367521365,-0.17662337662337665,0.4291434927697442,0.33145161290322583,-0.2360580595874713,-0.10221543162719632,-0.03995601173020528,-0.08879492600422834,0.015737203972498087,-0.006993006993006993,0.21237000547345375,-0.013043478260869565,-0.2249881460407776,0.5545454545454546,0.12719941348973607,0.12631578947368421,-0.39719887955182076,-0.05391304347826086,0.4452173913043478,-0.28421052631578947,0.19753694581280784,0.06523708849290244,-0.015186615186615189,0.09575289575289575,0.15120967741935487,-0.09649122807017543,0.4055944055944056,-0.19452991452991453,-0.288695652173913,0.15711462450592886,0.024630541871921176,-0.1116584564860427,-0.4272727272727273,-0.07096774193548387,-0.3636363636363637,0.25395256916996045,-0.1184873949579832,0.39770817417876236,0.014929214929214929,-0.16056166056166057,-0.04411764705882353,-0.08314028314028314,0.2289210233592881,-0.11879699248120301,0.32260869565217387,-0.21829521829521828,-0.03382663847780127,-0.11818181818181818,0.050940170940170934,-0.14615384615384616,0.038044308632543926
Social activity,-0.011764705882352941,0.02097902097902098,0.18508064516129033,-0.4116935483870968,-0.295788770053476,-0.42857142857142855,0.3928571428571428,0.03024193548387097,0.2121212121212121,-0.3107448107448107,-0.09846153846153846,-0.10308123249299721,0.2010066746908852,-0.16334755808440019,0.2771672771672771,1.0,0.2676962676962677,0.06666666666666665,0.03565217391304347,0.18738738738738742,-0.3103448275862069,-0.17999781157675893,-0.18532818532818532,0.11274509803921569,-0.05128205128205128,0.09758064516129034,0.17039897039897042,0.11498257839721256,0.17280366692131396,-0.10153846153846154,0.02736373748609566,-0.14940170940170938,0.11444652908067543,-0.546457219251337,-0.00930487137383689,-0.04210526315789473,0.06956521739130435,-0.010526315789473684,-0.08879551820728293,-0.30425219941348974,0.013677645256592626,0.08923076923076922,-0.05294117647058824,-0.010939145936309864,-0.04027226318774816,-0.0945054945054945,-0.5332591768631813,-0.16173913043478258,-0.14210526315789476,-0.2071428571428571,0.11194331983805669,-0.04338153503893215,-0.20144435933909616,0.5515151515151515,0.07878787878787878,-0.13896103896103898,-0.10759330759330761,0.06795366795366796,0.06022408963585435,-0.06004375658374525,-0.2728291316526611,0.27586206896551724,0.2703296703296703,-0.22879036672140118,-0.2121212121212121,0.05201612903225807,0.17170868347338936,-0.11064425770308124,0.29478260869565215,-0.062041798883904146,-0.04895104895104895,-0.22933771209633277,0.07452725250278086,0.2644032088161413,-0.035817575083426034,-0.050355774493705534,0.1001031991744066,0.2677871148459384,0.5809091645733734,-0.24675324675324675,0.6606060606060605,-0.28496917970602176,-0.1256786322016044,0.2833333333333333,-0.22434017595307917,-0.30645161290322576,-0.2779220779220779
Social awareness,0.008547008547008546,-0.3382352941176471,-0.34194113141481564,0.2889300030835646,0.2881899475794018,0.11217391304347826,0.1936274509803922,-0.3401903928219718,0.28529411764705886,0.05242914979757085,-0.18914956011730205,0.2559183673469388,0.07619909502262442,-0.14391356542617048,0.1574197860962567,0.2676962676962677,1.0,-0.0588235294117647,0.10476190476190476,0.04396824041663109,0.017421602787456445,-0.06837606837606838,0.1636014405762305,-0.16910866910866912,0.30398671096345514,0.008879492600422832,-0.071577243293247,-0.15128489712285492,-0.18291359096830223,0.26200543642404106,0.35061988493639096,-0.35113250902724585,-0.13585858585858587,0.0589731729879741,-0.010777084515031198,-0.4187192118226601,0.15951417004048585,-0.05882352941176471,0.05059901338971106,0.08629776021080368,0.13073593073593076,-0.02396323448955028,-0.21051020408163262,-0.049892075238976256,0.35953520164046476,-0.019130434782608695,-0.06506766064338385,-0.4434782608695652,-0.16707931358319816,-0.24754901960784317,0.13841421736158577,-0.14543114543114544,-0.42206975414522585,0.5529411764705882,0.2676470588235294,-0.3445855614973262,0.0975023126734505,0.26126482213438734,0.09366327474560593,0.00606060606060606,-0.2566217976552323,-0.1147440794499618,0.2982608695652174,-0.07276507276507277,-0.36470588235294116,-0.2670970565707408,-0.14054887449892076,0.20536540240518042,0.15037593984962402,0.17271407837445574,-0.32598039215686275,-0.06279602750190985,-0.1968641114982579,-0.11125541125541127,0.6568609312365093,0.08846153846153848,-0.14652014652014653,0.12357183372498177,-0.07706020581800502,-0.22225935828877005,0.28823529411764703,0.03809954751131221,-0.32791029297381385,-0.3382352941176471,-0.004942873348999271,-0.4244939271255061,0.22657635865183032
Respect for others,0.3208695652173913,0.8285714285714287,0.0979020979020979,-0.3347826086956522,-0.3626373626373627,-0.49999999999999994,0.9999999999999999,0.4545454545454546,-0.22869565217391302,0.15391304347826085,0.3939393939393939,0.21478260869565213,0.37744360902255636,-0.006956521739130434,0.0,0.06666666666666665,-0.0588235294117647,1.0,0.05739130434782608,-0.25980392156862747,-0.009090909090909092,0.1323529411764706,0.007142857142857141,-0.3696969696969697,0.18181818181818185,0.0017391304347826085,0.15714285714285714,0.3678260869565217,0.05294117647058824,0.22424242424242422,-0.5090909090909091,0.015384615384615385,0.18956521739130433,-0.3010989010989011,0.03217391304347826,-0.10909090909090911,-0.15934065934065936,-0.43636363636363645,-0.5164835164835164,0.410989010989011,0.18382352941176472,0.21739130434782608,-0.29901960784313725,0.3878260869565217,0.06127450980392158,-0.49999999999999994,0.16363636363636366,-0.10714285714285716,-0.4601503759398496,0.8999999999999998,-0.07252747252747253,0.18333333333333335,-0.1719298245614035,0.09391304347826085,-0.12608695652173912,0.23636363636363633,0.8251748251748254,-0.11826086956521738,-0.1591304347826087,-0.06315789473684211,0.06176470588235294,0.9878787878787878,0.3714285714285715,0.46153846153846156,0.10173913043478258,0.44755244755244755,0.0989010989010989,0.021978021978021976,0.6571428571428573,0.5384615384615385,0.4285714285714286,-0.15384615384615385,0.1843478260869565,-0.11519607843137256,0.18347826086956517,-0.11470588235294117,-0.6503496503496504,0.12956521739130433,0.30769230769230765,-0.01818181818181818,-0.040869565217391296,-0.050434782608695654,-0.25217391304347825,-0.4642857142857144,-0.14285714285714285,0.6043956043956044,-0.007352941176470588
Sexual behavior,0.34696356275303647,0.04615384615384615,-0.07471352177234529,-0.06330532212885154,-0.18878299120234604,0.027472527472527472,0.21078431372549022,-0.005958747135217723,0.2626086956521739,0.0674089068825911,-0.2534209085933224,-0.0351131221719457,0.03928461301264261,0.2555656108597285,-0.17733990147783246,0.03565217391304347,0.10476190476190476,0.05739130434782608,1.0,-0.08937687383518354,0.191699604743083,-0.29843610728466086,-0.06377430061640588,0.017094017094017096,-0.14809384164222872,-0.0036036036036036037,0.03502024291497976,-0.06814677767499229,0.06296086216676121,-0.33652173913043476,0.29545454545454547,-0.11257035647279551,-0.17387755102040817,0.1171171171171171,0.11515151515151513,0.2133431085043988,-0.07881231671554251,-0.15270935960591134,-0.1697860962566845,-0.06268328445747799,0.2216852914527333,0.5847176079734219,0.016773357102341787,-0.20881614131755938,-0.22129487075601653,0.021978021978021976,-0.011857707509881422,0.20979020979020982,0.11637372802960222,0.11764705882352941,-0.08487434803224277,0.0037606837606837602,-0.04743083003952568,0.4417391304347826,-0.04347826086956521,0.014285714285714282,-0.125,0.352104532839963,0.0200825010855406,-0.0895915678524374,-0.2879924953095685,0.28136752136752136,0.2175824175824176,-0.11505791505791506,0.248695652173913,0.29778456837280365,0.07918444760550022,0.147440794499618,0.4282765737874097,0.21417004048582997,-0.04175824175824176,0.3900401069518717,-0.04168475900998697,0.1958622772576261,0.1431174089068826,0.37833238797504254,0.5708502024291497,-0.021443672606463304,0.1768048128342246,-0.5269565217391303,0.033913043478260865,-0.18271308523409363,0.31033893963971654,0.40695652173913033,0.2380952380952381,-0.12533422459893048,-0.13347558084400188
Play,0.2693548387096774,-0.16103896103896104,-0.20988142292490114,0.0786771368166717,0.10606060606060606,0.17217391304347823,0.3890457368718239,-0.1826086956521739,0.05147058823529412,-0.16354575656901238,0.14912280701754385,-0.03245345929424841,-0.06928960331864144,-0.09936479128856625,-0.24010263929618766,0.18738738738738742,0.04396824041663109,-0.25980392156862747,-0.08937687383518354,1.0,-0.008060692271218587,0.1786435786435787,-0.40638606676342526,-0.03437738731856379,-0.1880197322057787,-0.06358885017421603,0.05027611044417767,-0.040738209159261796,0.1565412654957089,-0.07125506072874495,-0.14182754182754184,0.26896392229417204,0.14169877363954572,-0.1997258506692469,-0.21857707509881422,-0.07648539227486595,0.1606600086843248,0.5193258244874808,0.20056377730796335,-0.27457180500658757,-0.18286620835536752,-0.2558139534883721,0.043492351568576615,-0.2930612244897959,0.21531268264173,0.18,-0.1209103840682788,0.23759398496240602,0.16364699006428993,0.33032185206098247,0.3447353040696423,0.2268049590794911,-0.03538252791984136,0.11274509803921569,0.07107843137254903,0.3132727869569975,-0.10662966389145853,-0.17894646973448303,0.009979494190020506,0.05827604442094129,-0.12422336573279968,-0.06756756756756756,-0.5166572557876906,-0.07423681776133209,-0.12745098039215688,-0.2548089591567852,-0.18995475113122173,0.04448979591836734,0.02869565217391304,-0.21590614467202493,-0.08181818181818182,-0.20844277673545966,-0.10999999999999999,0.008133766462692956,-0.05194805194805195,0.3387755102040816,-0.054054054054054064,0.2648979591836734,0.11620553359683794,-0.13063063063063063,0.2720588235294118,-0.129369269241456,0.21538461538461537,0.2519762845849803,0.0507554733271662,-0.44558629776021075,0.09248868778280542
Social belonging,-0.2352941176470588,0.10989010989010989,-0.03968253968253968,0.2413101604278075,0.1808155080213904,0.3362637362637363,0.2571428571428571,-0.005494505494505494,0.5,-0.043787629994526546,-0.02692307692307692,0.10000000000000002,-0.028121238647554437,-0.08368895211000474,0.05309250136836344,-0.3103448275862069,0.017421602787456445,-0.009090909090909092,0.191699604743083,-0.008060692271218587,1.0,0.14172271290819222,0.42162162162162165,0.1518796992481203,0.16129032258064516,0.2774064171122995,-0.4285714285714286,0.15112227534235478,-0.3325534759358289,0.00040322580645161296,-0.0967741935483871,-0.4823931623931623,0.022064777327935225,0.2620967741935484,-0.002565982404692082,-0.23308270676691725,0.1758241758241758,0.1394692264257482,-0.1750700280112045,0.13519163763066205,0.19093992778203306,-0.11416361416361415,-0.11402831402831404,-0.08795637743006164,0.25647773279352226,0.1956043956043956,0.2214569321772952,0.047826086956521734,-0.09392712550607286,0.35824175824175825,0.0305668016194332,0.02692307692307692,-0.10688259109311742,0.5,0.29090909090909095,0.23626373626373626,-0.1697860962566845,0.36050420168067226,0.3669786096256685,0.15031196823596144,0.09411764705882354,0.18281335522714834,-0.07739130434782608,0.3308913308913309,-0.22727272727272727,-0.14224664224664224,0.011764705882352943,-0.10728291316526611,-0.14285714285714285,0.2933581354633986,0.33516483516483514,0.4246153846153846,-0.2756395995550612,-0.15485829959514172,0.2579831932773109,0.307608100711549,0.303921568627451,-0.15762463343108502,0.04508797653958944,-0.1902879728966686,0.10000000000000002,0.04607464607464608,0.24430759257758694,0.14545454545454548,0.40799120234604097,-0.23152709359605914,0.1915057915057915
Sense of safety,0.1694581280788177,0.05826086956521739,0.026638477801268497,-0.029252086540798965,-0.013469387755102041,0.08120300751879699,0.24086956521739128,0.037632135306553904,0.06176470588235294,-0.11674375578168363,0.15975609756097564,-0.11204906204906206,-0.12368882463317853,-0.17399277577104755,-0.011697860962566845,-0.17999781157675893,-0.06837606837606838,0.1323529411764706,-0.29843610728466086,0.1786435786435787,0.14172271290819222,1.0,0.022055430803777417,-0.4591291061879296,-0.039272603090583114,-0.22832980972515857,0.0195160031225605,0.006292966684294024,0.029621467461757842,0.12612612612612611,-0.14131274131274132,-0.0006783842121492445,0.09102564102564102,-0.18920972644376902,-0.13913043478260867,-0.030373230373230378,-0.005587435819993959,0.2409472880061115,0.393243025318497,-0.10043834572136458,-0.023144360023378146,-0.37073391724554516,0.1416484097605198,-0.16325519344387268,0.10191130920903528,-0.04210526315789473,-0.03622072765578154,0.33391304347826084,-0.027977134798922217,0.3608695652173913,0.15815295815295818,0.46917970602181125,-0.07843701996927804,0.06176470588235294,0.2588235294117647,0.30347490347490347,0.22071428571428572,0.11002886002886005,0.22453683940920344,0.14658910629296668,0.09080891884884626,0.07052767052767053,0.03043478260869565,0.09816326530612243,-0.09705882352941177,0.04045102184637068,0.09723651610444062,-0.058877551020408155,-0.2941840767927725,-0.07114952782306438,0.02608695652173913,-0.12267206477732795,-0.16295918367346937,-0.21563294804965877,-0.10157261794634598,-0.1996299722479186,-0.18869365928189455,-0.21282762873882208,-0.10071692876965772,0.07696267696267697,-0.29705882352941176,-0.18609022556390978,-0.053877465817764335,0.1263157894736842,0.05758556891766882,-0.10061224489795917,-0.08831168831168833
Response to peer pressure,-0.14940170940170938,-0.044466403162055336,0.04878048780487806,0.19651567944250875,0.1431828050369084,0.4547826086956522,-0.05826086956521739,0.11027874564459932,0.22499999999999998,0.2797909407665506,-0.2635778635778636,0.10515837104072398,0.023786486050636994,-0.014627477785372522,0.2640711902113459,-0.18532818532818532,0.1636014405762305,0.007142857142857141,-0.06377430061640588,-0.40638606676342526,0.42162162162162165,0.022055430803777417,1.0,0.08143621084797555,0.07073697193956213,0.10991902834008098,-0.16895756851361735,0.2630211893369788,-0.31557080236325513,0.1774388402295379,0.11093951093951093,-0.37026074700493306,-0.02957875457875457,0.30373425966131135,-0.0955352078437728,0.15602240896358546,0.07739747147702744,-0.3400560224089636,-0.15377026074700492,0.003122109158186864,0.034421237195853466,0.2658536585365854,-0.04444922944415393,-0.12326530612244897,-0.10726260420191333,0.46086956521739125,0.1312741312741313,-0.3413533834586466,-0.21060606060606063,0.23565217391304347,-0.12742519534972363,-0.02637050005471058,0.0003701745108408249,0.4071428571428571,0.5285714285714286,-0.31680672268907567,0.16571428571428568,0.18378202344767694,0.1718410768562744,-0.06522366522366524,-0.007418158361554588,0.25199485199485205,0.003478260869565217,-0.0242368177613321,-0.3142857142857143,-0.06010452961672475,0.19511312217194568,-0.04980237154150198,0.1225296442687747,0.2041678243956655,0.24802371541501977,0.11450924608819343,-0.13258834189066748,-0.02894583038543173,0.1243821408313751,-0.12417195207892881,-0.027492668621700876,-0.24192086982784658,-0.3900634249471459,0.07177700348432058,-0.15,-0.09152426520847574,-0.08113364823562103,-0.3140350877192983,0.16744186046511625,0.0377768128528007,0.08968325791855203
Bullying,-0.02434782608695652,0.6837944664031621,0.23846153846153845,-0.07846153846153846,0.03759733036707453,-0.3272727272727273,0.23076923076923078,0.07307692307692308,-0.18787878787878787,-0.14809384164222872,0.05454545454545454,-0.24033613445378152,0.13753501400560225,0.16442577030812328,0.015037593984962403,0.11274509803921569,-0.16910866910866912,-0.3696969696969697,0.017094017094017096,-0.03437738731856379,0.1518796992481203,-0.4591291061879296,0.08143621084797555,1.0,0.2727272727272727,0.11042735042735041,-0.16055718475073313,-0.32620320855614976,-0.07449392712550608,0.003952569169960475,-0.45964912280701753,0.09635627530364373,-0.03137651821862348,0.03694581280788176,-0.21379310344827587,0.2313797313797314,0.1694331983805668,-0.07936507936507936,-0.06,-0.11774193548387098,0.023249299719887956,0.35668016194331986,0.0597165991902834,-0.01696770662287904,0.11620234604105568,0.17272727272727276,0.3413533834586466,0.6153846153846154,0.18404118404118405,0.11188811188811189,-0.26502463054187186,0.12745098039215688,0.16639676113360324,-0.18787878787878787,-0.0303030303030303,-0.0016420361247947454,0.026153846153846153,-0.20201612903225807,0.02736373748609566,-0.12156862745098039,-0.011484593837535015,0.034055727554179564,-0.1758241758241758,-0.07352941176470588,-0.19999999999999998,0.1476923076923077,0.013300492610837433,0.13615384615384615,0.2727272727272727,-0.0019862490450725744,0.06521739130434782,0.04521739130434782,0.1902215431627196,0.1419404125286478,-0.0864957264957265,0.22910557184750727,0.12615384615384614,-0.005494505494505494,0.25304347826086954,0.12576312576312576,0.11515151515151514,0.08095238095238096,0.14696356275303646,0.2173913043478261,0.41086691086691085,-0.03721948549534756,0.10080645161290325
Managing conflict,-0.42,0.437391304347826,-0.1893048128342246,-0.16944232238349885,0.13927125506072877,-0.2411764705882353,-0.0823529411764706,-0.25255920550038197,-0.2797202797202798,0.09148367231180618,0.03669354838709678,-0.15695648650838667,0.08766737138830162,0.21819366044290053,-0.10230769230769231,-0.05128205128205128,0.30398671096345514,0.18181818181818185,-0.14809384164222872,-0.1880197322057787,0.16129032258064516,-0.039272603090583114,0.07073697193956213,0.2727272727272727,1.0,-0.1092436974789916,0.13216157878507556,-0.14839339991315675,-0.0699604743083004,0.13201871657754014,-0.41215106732348106,-0.27813765182186234,-0.20950226244343892,0.12672064777327935,0.34797570850202436,-0.20361247947454844,-0.11376518218623483,-0.31083743842364525,0.05310573731626362,0.004228329809725159,0.24928571428571425,-0.04101469890943575,0.15871254162042175,-0.008255159474671672,0.4495918367346938,-0.3029411764705882,-0.18255131964809382,0.15588235294117647,-0.046438482886216464,-0.3970588235294118,-0.014756258234519102,-0.2692307692307693,-0.019591836734693877,-0.2797202797202798,0.1328671328671329,-0.5682200152788388,-0.09775910364145657,-0.26027874564459935,-0.400562851782364,-0.10372340425531915,0.24795918367346936,0.0004926108374384235,0.48,0.46164788270051427,0.25874125874125875,-0.0426279602750191,-0.46697998541447205,0.3220970747913459,0.1857142857142857,-0.09644268774703557,-0.02869565217391304,-0.3044786096256685,0.19962476547842406,-0.22210160660008685,0.345271858034195,0.08603238866396762,-0.04212454212454213,0.051994851994851994,-0.2074646074646075,-0.12719941348973607,0.4125874125874127,-0.1375717305949864,-0.05762827627422521,-0.15789473684210525,0.006275303643724696,-0.07515410146989093,0.3345191040843214
Coping skills,-0.09072580645161292,0.125,-0.22794117647058826,-0.29049066435084675,-0.07451581135791661,0.23529411764705882,0.4593406593406593,-0.4161096256684492,0.16695652173913042,-0.08722002635046114,-0.3241379310344827,-0.1965744400527009,0.1661962657403387,0.0730612244897959,0.09755360918151616,0.09758064516129034,0.008879492600422832,0.0017391304347826085,-0.0036036036036036037,-0.06358885017421603,0.2774064171122995,-0.22832980972515857,0.10991902834008098,0.11042735042735041,-0.1092436974789916,1.0,-0.04500151011778919,0.25454981992797115,-0.28362369337979104,0.028253615127919914,0.05080213903743316,-0.17078877005347595,-0.05315726290516206,0.06258890469416785,0.12264808362369341,0.35,0.18533231474407943,0.07060755336617405,-0.11498257839721256,0.28496917970602176,0.10102688009664754,0.14709193245778612,-0.09825783972125438,0.05755102040816326,0.021870882740447958,0.21078431372549022,0.04411764705882353,0.11565217391304347,0.0060790273556231,0.4153846153846154,-0.03554006968641116,-0.12,-0.21620859760394645,0.06869565217391303,0.497391304347826,0.10989010989010989,-0.11737451737451739,-0.04672268907563025,0.07455954897815363,0.14782608695652172,-0.03031358885017422,-0.016068376068376067,0.29901960784313725,0.02215431627196333,-0.2452173913043478,-0.3285427807486631,0.2228893058161351,-0.00521574205784732,0.10357142857142855,-0.05955757231990925,-0.0857142857142857,0.011363636363636362,-0.09731788347783811,0.02621564482029598,-0.11864014801110083,0.4468468468468469,0.27043478260869563,-0.08348751156336726,-0.027245869351132507,-0.07814407814407814,-0.41478260869565214,-0.07326530612244898,-0.0011816275967219362,0.4823529411764706,0.3073359073359074,-0.17412023460410556,0.008300395256916997
